size,throughput
4100000,25624.606008
4200000,25520.669016
4300000,25449.371971
4400000,25304.764936
4500000,24310.179354
4600000,22055.411629
4700000,24372.674930
4800000,22276.493216
4900000,19216.315471
5000000,21766.260590
5100000,21607.930031
5200000,22734.111975
5300000,21848.225866
5400000,21241.546605
5500000,21587.948608
5600000,20768.126794
5700000,18846.625024
5800000,21274.562154
5900000,20404.269422
6000000,19515.127388
6100000,20324.156064
6200000,19386.362418
6300000,18321.679579
6400000,18373.293328
6500000,18914.795778
6600000,16629.993761
6700000,16034.794746
6800000,16363.571721
6900000,17077.846202
7000000,16078.852376
7100000,16956.763216
7200000,15719.429397
7300000,16555.717136
7400000,15257.872144
7500000,16188.060530
7600000,15155.329826
7700000,15866.197485
7800000,14952.058477
7900000,15317.231758
8000000,14551.318932
8100000,15388.382790
8200000,14819.704701
8300000,15210.780502
8400000,14153.082807
8500000,15012.220415
8600000,13705.183240
8700000,14916.433753
8800000,14205.325649
8900000,14754.884944
9000000,14313.741557
9100000,14731.198255
9200000,14208.163778
9300000,14501.494853
9400000,14377.936145
9500000,14526.654879
9600000,13833.135672
9700000,14668.042254
9800000,14039.331475
9900000,14993.179130
10000000,13611.959092
